artist_name,title,duration
"Adorned Brood","Under Yggdrasil",322.87302
"Aerolineas Federales","No Me Beses En Los Labios",147.19955
"Ah Cama-Sotz","El último Sacrificio",426.13506
"American Hi-Fi","Save Me",236.82567
"Ashford & Simpson","Bourgie Bourgie (Album Version)",371.35628
"Ann Charters","Palm Leaf Rag",189.98812
"Asian Dub Foundation","Warring Dhol",354.06322
"Ansel Collins & Dalton Browne","West Of The Sun",271.51628
"Almir Guineto","Quem Me Guia",194.14159
"Alain Turban","Vivre Seul (Unchainend Melody)",213.99465
Ajattara,"Kielletyn sanat",235.17995
"Andy Pratt","Love Me",120.60689
"Arika Kane","Why Did We Fall N Luv",254.95465
Alexandroid," Comarovo",238.602
"Ass Ponys","Love Tractor",176.19546
"Alessandro Safina","All'Alba",227.47383
"Andy Prinz","Provision (Radio Edit)",269.60934
Audience,"Thunder And Lightnin'",217.52118
Anoraak,"Make It Better (Album Version)",220.13342
"Andrew Bird","Tea And Thorazine (Album Version)",256.23465
Akustikrausch,Ohrbassmus,282.85342
"Al Campbell","Two Timer",221.64853
"Allan Edwall","Förhoppning",142.8371
"Amar Azul","La vecina",124.96934
"American Music Club","When Your Love Is Gone (Album Version)",259.29098
"Anne Ducros","Softly as in a morning sunrise",175.90812
Alcatrazz,"Since You've Been Gone",212.29669
ATB,"Some Things Just Are The Way They Are",328.22812
"Anna Domino",Tempting,309.28934
Aiden,"We Sleep Forever (Album Version)",197.25016
Aborted,"An Odious Emanation",216.13669
"Augustus Clarke","Loving Sounds",219.16689
Ana,"Lado Quente Da Lua",261.45914
"Aimee Mann","Great Beyond",191.99955
"All Natural Lemon And Lime Flavors","Snowflake Eye",220.76036
Ayreon,"Eyes Of Time",305.00526
"Alex Bello","Mi último adiós",305.99791
"Alfredo Gutierrez","Lavado Cerebral",224.88771
Arabesque,"Surfing Bahama",210.99057
Anberlin,"Naive Orleans (Blueprints For The Black Market Album Version)",248.11057
"Andy Griffith & Jack Prince","Ballad Of The Gun",110.54975
"Alban Berg Quartett","String Quartet No. 13 in B flat Op. 130: II.     Presto",118.83057
"Anonymous 4","Hymn: Cum quidam fluctuantia",140.85179
"Antonio Banderas","The Script",135.96689
"Aimee Mann","It Takes All Kinds",246.38649
"Andy & Lucas","Caido Del Cielo",265.482
"Alternative TV","Unlikely Star (Single Version)",238.00118
"Ashes to Ashes","Sorrow - (Tribute to David Bowie)",163.57832
All-4-One,"Could This Be Magic  (LP Version)",227.52608
"Andy Caldwell","Scream (Willie Trimmer Mix)",338.36363
"Alejandro Sanz","Te lo agradezco_ pero no",277.44608
"Assemblage 23",LULLABY,324.33587
"Anneli Drecker","Sexy Love (Bluefish Haifilm Remix)",216.5024
"Arma Blanca","Secuelas Eternas",309.57669
"Atlantic Starr","One Lover At A Time",235.78077
"Al Petteway / Amy White","Bring a Torch_ Jeanette_ Isabella",185.73016
"A. S. Kang","Gidhian Di Raniye",180.16608
Amorphis,"From The Heaven Of My Heart",320.44363
Afrosound,"Mar De Emociones",218.14812
Aphasia,"Deep Spring",373.34159
Alchemist,"Alpha Cappella Nova Vega",273.47546
Amorphis,Divinity,296.22812
Adagio,"All We Got",238.18404
"Adam & The Ants","Physical (You're So)",268.40771
"Anna Nalick","Wreck Of The Day",246.5171
"Aretha Franklin","Through The Storm (duet with Elton John)",260.44036
"Alvin Youngblood Hart","Amazed 'N' Amused",135.33995
"Anané","My Sexy Way (Original Mix)",297.19465
"Amazing Device","My Saving Grace",223.92118
ASP,"Ask Me About My Power Violence",3.99628
Ayabie,"Japanese Rourezo Caramel Town",277.65506
"Alfonzo Hunter","Everything (Explicit)",315.8722
"Alejandro Fernandez","Piel De Nina",160.26077
"Anna Waronker","Perfect Ten",222.9024
"Arcturus - And The Deception Circus","Ad Astra - The Magenta Experience",278.83057
"Ali Campbell","Every Little Thing She Does Is Magic",202.44853
"At Vance","Rise From The Fall",246.17751
"Angela Dimitriou","To Plio Tha Salpari",73.69098
"Alex Stealthy",Mistique,414.79791
"Augie Meyers","Talk It Over",227.7873
"Ananda Project","I Hear You Dreaming",397.21751
"Artie Shaw & His Orchestra","Summer Ridge Drive",165.58975
"Anthony Braxton","Composition No. 355 (Part 2)",1077.2371
Alexisonfire,"Young Cardinals (Album Version)",217.83465
"Audio Bullys",Intro,344.81587
"ALTERED STATES","DROWNING CHILDREN",229.48526
Anouk,"Last Time",266.68363
AFI,"Don't Change",196.28363
"Ana Gabriel","Tu No Te Imaginas",223.13751
"Alain Turban",Michou,208.43057
"A.B. Quintanilla III Y Los Kumbia Kings","Na Na Na (Dulce Niña)",207.62077
"Abuela Coca","Cable (Mira Dentro Tuyo)",255.52934
"Abida Parveen","Ku Baku Phail Gai",626.83383
"Andrea Marcovicci & Company","I'm a Stranger Here Myself",206.2624
"Aria (TUTL)",Analja,273.99791
"American Music Club","At My Mercy (Album Version)",249.73016
"Analogic Disturbance","Pray For Your Future (Original Analogic Mix)",273.89342
Aloan,"Red sand",357.82485
"Art Tatum","Just One of Those Things",193.33179
"Ana Bekuta","Zlatiborske zore",182.07302
"Alex Cortiz",Barfly,330.00444
"Alias & Tarsier",Ligaya,327.28771
"Alexander V. Mogilco","Tel Hazna temple",209.89342
Asphyx,"The Rack (live)",234.4224
"Avril Lavigne","Nobody's Fool",245.65506
"Antonio Carlos Jobim / Gal Costa",Dindi,320.522
"Angélla Christie","When We All Get to Heaven (Reprise)",117.96853
Anata,"Complete Demise",269.322
"Abuela Coca","Curo Heridas",224.86159
"Angelus Apatrida","Fuck You",266.57914
"Angel Romero","Maria (2000 Digital Remaster)",89.15546
"Against All Authority","Silence Is Golden But Duct Tape Is Silver",226.37669
"Ali Farka Touré_ Toumani Diabaté",Doudou,286.61506
"Allen Toussaint",Java,111.90812
"Alma Cogan","The Little Shoemaker",152.68526
"Archie Shepp",Fiesta,597.44608
"Anne Dudley","Do Not Think_ Become",139.62404
"After 7","Can He Love U Like This",319.26812
"American Princes","Shock & Awe",219.81995
"Alibi Montana","Bouge la tete (accapela)",270.31465
"Andreas Johnson","Life Is",245.99465
"Ashley Monroe",Satisfied,172.61669
"Andy Griffith","Amazing Grace/Grace Greater Than All Our Sin",247.58812
"All That Remains",Clarity,337.18812
"Architecture In Helsinki",Nevereverdid,288.57424
"Andrea Labarca",Sobrevivir,311.03955
Anastacia,"Made For Lovin' You",218.53995
"Albert Collins","Youre So High - Live",388.75383
Alphaville,"Jerusalem (Demo Remix)",270.10567
"Andres Calamaro","Nos Volveremos A Ver (en directo 2005)",193.98485
"Anti-Nowhere League","Fucked Up And Wasted",219.14077
Aerospace,"Computer Music",464.16934
Anti-Pasti,"Ain't Got Me",82.72934
"Alejandro Sanz","Quiero morir en tu veneno (unplugged)",269.19138
"Arianna Puello","Juana Kalamidad (Remix Macaco)",241.68444
"Altemar Dutra","Quero-Te Assim",127.45098
"At Swim Two Birds","No Fear",275.01669
"Andrae Crouch","Praise God_ Praise God",166.24281
"Anna Tatangelo","Sono Quello Che Vuoi Tu",278.41261
Absolute,"Play Dead",223.42485
Anastacia,"Love Is A Crime",393.58649
"Andy Caldwell","Time After Time featuring Alexander Sky",393.03791
"Asha Bhosle","Mala He Dattguru",182.72608
"Age Of Chance","You Can Run",232.9073
Angelic,"It's My Turn",188.60363
"Alfredo Sadel","Rayito De Luna",164.57098
"Amy Millan","Losin you",146.46812
Avant,"4 Minutes",240.3522
"Average White Band","Twilight Zone ",328.4371
Antimatter,"A Portrait Of The Young Man As An Artist",292.38812
"Alanis Morissette","Crazy (James Michael Mix)",219.37587
America,"Donkey Jaw (Album Version)",319.60771
"Alanis Morissette","Hand In My Pocket (Acoustic Album Version)",270.0273
Alphabeat,Chess,213.26322
A.T.P.,Allemande,106.86649
Angelspit,Wolf,245.28934
"Albert Cummings","Party Right Here",193.61914
"Ashes to Ashes","Heroes - (Tribute to David Bowie)",213.65506
"African Underground All-Stars / Chosan / Optimus / Iyeoka",Desire,209.65832
"Alfredo Gutiérrez","Sólo me faltas tú",240.37832
"Adam Green","Country Road",147.17342
Alabama,"(There's A) Fire In The Night",237.40036
"Andre Nickatina","The Stress Factor",305.94567
"Angela Bofill","Tropical Love",358.1122
"Andreas Dorau","Du bist da",276.97587
Almedal,A,188.81261
Al-D,"Who Am I 2 Look Up 2",281.0771
Annie,"Greatest Hit",641.61914
"Agitation Free","Laila II",1012.50567
"Aztec Camera","Valium Summer",353.93261
"At The Gates","The Flames Of The End",176.84853
"András Schiff","II. Äußerst rasch und mit Bravour [Noveletten op. 21] (Robert Schumann)",374.67383
Alesana,"A Lunatic's Lament",244.81914
Audision,"Gamma Limit",447.9473
"Après La Classe","La stagione dell'amore c'è",254.4322
Augustana,"Either Way_ I'll Break Your Heart Someday",250.80118
"Against Me!","New Wave [Acoustic]",203.49342
"Alkaline Trio","You've Got So Far To Go",194.79465
"Admiral Freebee","I'd Much Rather Go Out With The Boys",194.53342
"Angela Milanese","Nero nero",303.90812
"Alan Parsons",Cloudbreak,279.562
"Archers Of Loaf","Form and File",191.242
"Alexander Zonjic","Amazing Grace",280.65914
"Anne-Lie Rydé","Deidres Samba (Quem Te Viu Quem Te Ve) (2002 Digital Remaster)",334.05342
"Asobi Seksu",Strawberries,236.56444
"Albertina Walker","I Can Go To God In Prayer",270.00118
"Ashley Best",Magpie,183.06567
"Arthur Lyman","Honolulu Nites",145.44934
"André Visior",Skyline,234.4224
"Auburn Lull","Steady Lights",266.78812
"Adelaide Hall","That Old Feeling",184.86812
"Arthur H","Négresse Blanche",187.89832
"Adrienne Pierce",Insectgirl,207.20281
Arcadia,"Even The Nights Are Better",235.38893
"Alex Dolby",Airball,447.21587
"Ayub Ogada","Thum Nyatiti",163.26485
"Augustus Pablo","1-2-3 Version",180.00934
"Authentic Native American Music","Arikara War Dance",104.51546
"Adrienne Pierce","Walk Through Me",246.49098
Alphaville,"Underworld (Live Version)",204.09424
"Ana Cañas","Não quero mais",274.83383
AutNoyz,"Since U Left Me",217.52118
"Addiction Crew",Lethal,66.53342
"Allison Moorer","Alabama Song",233.50812
"American Music Club","Crabwalk (Acoustic)",276.63628
"Angela Lansbury","Dear World/Dear World",236.19873
"Ashley MacIsaac","Children's Medley...MacNabs Hornpipe (With Jingle Bell Remix)",210.1024
Amparanoia,"Tu Calle",184.42404
Autograph,"Ma She's Making Eyes At Me!",166.50404
"Andy Williams",Desperado,211.46077
Aimable,"Le P'tit Cabanon",149.83791
"Andreas Johnson","The Greatest Day",236.19873
Alturas,Sanjuanero,223.79057
ATB,Justify,224.80934
Apparat,"Koax (2002)",341.39383
Apurimac,"Y.U.P.I.'S Club",259.42159
"Ashley MacIsaac","74th Highlanders' / Roderik Macdonald / Sandy Cameron / Creignish Hills / A Pipe Tune / A Mary MacDonald",374.85669
"Albert Ayler","Witches and Devils",726.9873
"Alias & Tarsier","Picking The Same Lock",354.58567
"Angel Canales","Kung-Fu Karate",517.27628
"Al Martino","Listen To Your Heart",208.66567
Aventura,"La Boda",358.00771
Atargatis,"Comets (Nova PartI)",310.7522
"Adam Arcuragi","Broken Throat",320.60036
"Above The Law",Smoke,230.39955
Alphaville,Sensations,264.93342
"Armchair Martian","Dealing With... (1997)",78.99383
"Alex Beaupain","La flemme",214.83057
"Angelica Maria","Soñar Con La Verdad",207.98649
Atoll,"Hymne à Laïah",280.97261
Arda,Vdal`,209.44934
Aphrodesia,"Bus Driver",458.34404
"Alexander East","Like U Do",549.43302
"Andy Griffith","Jesus Walked That Lonesome Valley (The Christmas Guest Album Version)",191.13751
"Alison Krauss / Union Station",Gravity,215.90159
"Antonis Remos","Pes Pos M' Antamoses",118.67383
"Agent Steel","Illuminati Is The Machine",300.59057
"A Fuego",Besame,202.29179
"Alëem","Felix Yo ! (Figueretas mix)",230.89587
Airscape,"L'Esperanza",505.83465
"Artie ""Blues Boy"" White","Ain't Nothing You Can Do",336.74404
"Agent X","Do U Speak French",246.38649
"Alex Ubago","Viajar contigo",215.11791
"Agency 1.9.9.4","What It Sounds Like - Feat. Timberly K. Simmons",234.65751
"Arturo Sandoval","All the Way",242.6771
"Ana Caram","Overjoyed / Ancora",397.06077
"Ashlee Simpson","Burnin Up",234.08281
Afro-Dite,"Aqua Playa",182.67383
Aria,"Tvoi Den'",319.60771
Annihilator,"Ligeia (Demo) (Album Version)",298.08281
"Audio Adrenaline","Summertime (Lift Album Version)",186.22649
Axe,"I Think You'll Remember Tonight (LP Version)",234.31791
Arda,"Net Nikogo",313.70404
"Anneli Drecker","You Don't Have To Change (Radio Edit)",186.48771
"Art Brut","Modern Art",142.41914
"Atahualpa Yupanqui_ Angel Parra","Ansina mesmo",193.04444
Aiden,"Life I Left Behind",183.48363
"Alejandro Fernandez","Cuando Yo Queria Ser Grande",221.85751
ATB,"Feel Alive",233.92608
"Artie Shaw & His Orchestra","What Is This Thing Called Love?",197.69424
"Alan Sorrenti","Sliding On The Wire (2005 Digital Remaster)",195.65669
"Awadagin Pratt","Two Preludes_ Op. 32 (Live): No. 12 in G-Sharp Minor (Live)",145.18812
"Adam Sandler","At A Medium Pace (Album Version)",197.3024
"Anton Sonin & Amx Feat. Sari","Never Go",585.01179
Afroman,"O Chronic Tree",85.4722
"Airged L'amh","Glide On The Wings",407.50975
"Arisen Flame",Income,572.44689
"Andrew Gold",Intro,16.40444
"Acid Mothers Temple SWR","Honi Honi Shinno",388.30975
"Alain Goraguer","Les Loups Dans La Bergerie",206.52363
Astarte,Lloth,158.48444
"Asylum Street Spankers","Banks of the Ohio",266.94485
"Alex Fong","Sha Gua",237.68771
Adonis,"No Way Back (Vocal Mix)",301.71383
"Arab Strap","If Theres No Hope For Us",176.74404
Ausgang,"King - Hell",231.96689
Acceptance,"Seeing is Believing",194.40281
"Alan Parsons","Dr. Evil Edit",202.00444
"Amanda Ghost","Idol (Boy George And Kinky Roland Gulub Dub)",414.27546
"Amir Sulaiman",Say,156.44689
"Adam Green","Heart & Soul",138.60526
"Alex M. vs. Marc van Damme","Stand Up!",217.86077
"Angela Bofill","Tonight I Give In",211.93098
"Azucar Moreno","Piel De Seda",272.84853
"Alice Cooper","Devil's Food/The Black Widow (Live)",352.83546
Atk,"Freestyle 19 (feat. TPS)",212.00934
Aquagen,"Every Day",254.4322
Arid,Elegy,187.66322
"Admiral Tibet","Not For You_ Not For Me",222.06649
Amira,"Walk [Mouse T's Full Vocal]",486.32118
Arrakis,"The Spice",431.15057
"Ari Koivunen","Give Me A Reason",229.53751
"A.C. Reed","Fed Up",208.5873
"Ascii Disko",Hey,511.65995
"All Natural Lemon & Lime Flavors","All The Time",168.07138
"Arab Strap","I Saw You",215.82322
Autumnblaze,Saviour,191.18975
"Audio Bullys",17,274.49424
Afroman,"Smoke A Blunt",461.94893
ADH,Daardi,208.16934
"Alan Silvestri","Show You What I Do",175.77751
"Arthur Collins & Byron G. Harlan","Hurrah For Baffin's Bay",125.09995
"Axel Krygier","Ya Me Voy",211.64363
"Alex Megane","Little Lies",251.24526
Amber,Anyway,615.94077
"Alex Heffes","Approaching Siula Grande",87.69261
"Adrian Weyermann","Crying John",231.07873
Aim,"Why Don't You",187.32363
"As We Fight","I Bury My Head In My Hands",163.97016
"All Time Low","Let It Roll (Hurley Studio Acoustic)",213.57669
"Alexi Murdoch","Blue Mind",343.45751
"Angela Dimitriou","Mia Gineka Mono Xeri",120.92036
"Alex Cortiz",Phusion,243.74812
Azukx,"Lift (Joi Tranceformasian)",428.59057
"ALO (Animal Liberation Orchestra)",Spectrum,229.77261
"Adam Faith","A Message To Martha (Kentucky Bluebird)",187.84608
"Alliance Ethnik","L'original",295.07873
"Angel City Outcasts","Let It Ride",227.13424
"As I Lay Dying","Meaning in Tragedy",192.60036
"Aerolineas Federales","No me gusta bailar",138.10893
"Alex Gopher","Brain Leech (Bugged Mind Remix)",349.30893
"Al Hirt","Elmer's Tune",145.97179
Ammoncontact,Dreamy,169.32526
"Alberto Plaza",Sentencia,232.85506
"Ajoy Chakrabarty","Raga Bihag - Khyal",3015.88853
"Alexandre Desplat",N.D.E,264.51546
Alphabeat,"10_000 Nights (Mac Smack Remix)",431.56853
"Armand Van Helden","I Want Your Soul",399.59465
"A Tribe Called Quest","Go Ahead In The Rain",234.86649
Amit,Myth,381.41342
"Al Toomer",Props,265.76934
"Another Level","Guess I Was A Fool",320.1824
"Adelitas Way","Hate Love",170.39628
"Alvin Stardust","That Habit",143.56853
Aborym,"The Triumph",598.80444
"Andy Hui","Ni Shang Feng Wo Gan Mao",212.63628
"Arch Enemy","Dead Bury Their Dead",297.482
"Au Pairs","Kerb Crawler",165.01506
"Amy Winehouse","Back To Black",229.77261
"Auf Der Maur","I'll Be Anything You Want",176.14322
Accuface,"Let Your Mind Fly 2007 (Alex M. Vs. Marc Van Damme Club Mix)",340.89751
"Average White Band","Show Your Hand ",269.58322
"Alexander Robotnick","Obsession For The Disco",351.92118
"Amel Bent Featuring Kery James","Partis Trop Tot",250.17424
"Anson Funderburgh and The Rockets","I Found A New Love",224.13016
"Adam & The Ants",Kick!,95.32036
"Axel Coon","Third Bass",234.37016
Allure,"The Loves We Lost",496.63955
"Augie March","The Baron Of Sentiment",308.92363
"Albert Collins",Iceman,304.48281
"Agitation Free","Mickey's laugh",601.73016
"Angelique Kidjo",Introduction,38.05995
"ARMS AND SLEEPERS","Moscow Pop",277.86404
"August Burns Red","Carol Of The Bells",164.12689
"Amel Larrieux",Shine,283.79383
"Antonis Remos","Tha Me Thimithis",271.67302
"Aztec Camera","Killermont Street",197.0673
"Average White Band","The Jugglers",291.16036
Aquanote,"Nowhere (Onda Sgt. Pepper Mix)",519.1571
"Audio Adrenaline","Little Drummer Boy (WOW Christmas Album Version)",190.06649
Ayabie,Tsukuyomi,205.89669
Air,"Redhead Girl",273.05751
"Angie Stone","Be Ever Wonderful",244.92363
"Amon Düül 2","TouchMaPhal (Bonus Track)",617.35138
"Ana Belén","Lía",320.33914
Aimable,"Du Gris",138.73587
"Ashley Hutchings_ Ernesto De Pascale","Come Join Together",210.54649
A*Teens,"With Or Without You",183.09179
"Arco Iris","Los abuelos y los nietos",215.69261
"Admiral Freebee","Serenity Now !",212.58404
"Aled Jones","Did You Not Hear My Lady",156.62975
Accept,"Wrong Is Right",188.99546
"Alison Krauss / Union Station","Every Time You Say Goodbye",196.85832
Audience,"Modern Life (Non-Deserving Songs)",233.63873
"Art Blakey",Valmontana,272.06485
"Aliamén","¡a mi charanga voy!",351.68608
"Alton Miller",Movement,425.32526
"André van Duin","Ik Heb Eerbied Voor Jouw Grijze Haren (4:46)",283.66322
"Al Duvall",Hildegard,180.6624
"Andy Belling","Rosemary Lane",218.40934
"A Static Lullaby","Aller Au Diable",250.33098
Alexandroid,Shopping,89.65179
"Aesop Rock","None Shall Pass (Main)",245.65506
Abacus,"Fire Behind Bars",345.36444
"Alan Jackson","She Likes It Too",170.81424
"Atom And His Package","Waiting Room",125.04771
"Alain Turban","Le Moulin Rouge",256.9922
"Archie Roach","Outside Your Window",287.50322
Akercocke,"Bathykolpian Avatar",325.61587
"Allan Holdsworth","Pud Wud",598.72608
"André Verchuren","Trompette Musette",147.22567
Antiseen,"Positively 4th Street",149.78567
Addictiv,"Over It / Cry Baby",218.77506
"A Mei","Fa Sha Remix",432.74404
"Alabama Thunderpussy","Twilight Arrival",404.24444
"Amalia Mendoza Con El Mariachi Vargas De Tecalitlan","Amarga Navidad",161.67138
Afroditee,"Que Viva Chango",315.402
"Augie March","Addle Brains",329.24689
"A Fuego","Bidi bidi boom boom",229.51138
"Andy Tau & Touch Enable Feat. Louisa Allen",Sorry,430.73261
"Alejandra Guzman","Si No Te Has Ido_ Vete",184.00608
Audience,"Indian Summer",196.67546
"Asleep At The Wheel","I've Been Everywhere",167.28771
"Arild Andersen_ Paolo Vinaccia_ Tommy Smith","Prelude To A Kiss",443.76771
"Alter Der Ruine","Coppin' It Sweet",282.95791
"Air Hustlers feat. Dauby","Flowers From Heaven",319.60771
Alphabeat,"Fantastic 6 (Prince Language Vocal)",382.30159
"Ace Deuce","Candy Land",265.9522
"Air Supply","I Can Wait Forever",309.68118
Anekdoten,Wheel,438.15138
"Albert Cummings","Blues Makes Me Feel So Good",198.79138
A-Team,"Treble & Bass",223.11138
Aqua,"Live Fast - Die Young",183.03955
"Audio Two","When The 2 Is on the Mic (LP Version)",202.08281
Auto-Auto,"Harmageddon (Clear of Junk Remix)",177.26649
A.P.E.,"Space Shift Rave",413.90975
Atheist,"And the Psychic Saw",328.51546
Anais,Tanto,228.62322
"Angelica Vale",Palabras,187.89832
"A Perfect Circle","Hollow (The Bunk Remix - Troy/Josh Abrahams Mix)",192.26077
Alcatrazz,"Big Foot",254.58893
"Avishai Cohen / The International Vamp Band","Song For My Brother",265.79546
"Anne Gabriel","Fliegen (Karaoke-Mix)",211.40853
"Adam Ant","Place In The Country",170.13506
"Arturo Sandoval","Flight To Freedom",232.12363
"Aaron Sprinkle","Motor Cars",255.97342
Alias,Holiday,191.34649
"Ariane Moffatt",Imparfait,221.3873
Alias,"Top Back",281.36444
"Asylum Street Spankers",Requests?,47.38567
Assassin,"Gangsta Funk",247.45751
"Asylum Street Spankers",Home,398.36689
"Anam Cara","Consequence Of Being Irrational",200.41098
Audioslave,"The Worm",236.64281
"Alfredo Gutiérrez","Nido de amor",398.602
"Arch Enemy","Snow Bound",94.77179
"Amistades Peligrosas",Estrella,215.01342
"Azam Ali","Lasse Pour Quoi",381.54404
"Andy Tau & Touch Enable Feat. Olivia Martyn","Over You",550.68689
"Absoluuttinen nollapiste","Olen pahoillani",280.73751
"Adam K","You're Not Alone",452.17914
"Andrei Gavrilov","Papillions Op.2 Fuer Klavier",44.48608
"Aphrodite / Barrington Levy","All Over Me",337.34485
"Asha Bhosle","Tora Man Bada Paapi",281.10322
Audiolush,"Take Me Away (Sunset Regime & Ramos Mix)",257.56689
"Alex Beaupain","Pas grand-chose",316.70812
"Alicia Keys","If I Ain't Got You",228.41424
"Azam Ali","Endless Reverie (Holmes Ives Remix)",488.09751
"Ali & Lil Kaos","The Ghetto Kept Me Alive",235.10159
"Anne-Lie Rydé","Du Kysste Mig",210.41587
"Audio Adrenaline","Church Punks",105.06404
"Archie Shepp","Sonny's Back - Original",841.74322
"Anthony B.","Equal Rights",329.29914
Audiac,"Gone For Subway Gods",331.75465
Amandine,"Les Animaux Malades De La Peste",226.97751
"Audio Karate","Hello St. Louis",188.13342
"Adrenalin O.D.","Trans Am (Live)",117.89016
"Aztec Two-Step","Falling Down Clowns",186.85342
"Al Campbell","Going the Wrong Way",172.2771
Annette,"Forgive To Live",188.08118
"Angeles del Infierno","Sexo en exceso",156.26404
"Amon Düül 2","Tatzelwurmloch (Bonus Track)",1065.76934
"Ariel Rot","Hasta Perder La Cuenta",254.56281
"Arch Enemy","Dark Insanity",195.89179
"Arcturus - And The Deception Circus","La Masquerade Infernale - Valle / Hellhammer Reconstruction",143.67302
Aiden,"Unbreakable (i.j.m.a.) (Album Version)",202.762
Annette,Gifts,196.44036
"Archie Shepp Quartet","Ask Me Now",287.86893
Amanda,Tid,263.31383
"Asphalt Jungle","Planté comme un privé",143.77751
Axxis,Utopia,239.20281
"Alban Berg Quartett","String Quartet No. 6 in B flat major Op. 18 No. 6: III.     Scherzo (Allegro) & Trio",190.27546
"Alan Hawkshaw","Knock About (Hang About)",125.33506
Androcell,"Fungus Garden",627.19955
"Asleep At The Wheel","Eighth Of January",80.97914
"Art Ensemble Of Chicago","Get In Line - Original",344.00608
"Ace of Base","Don't Turn Around",228.38812
"Andre Verchuren","Perles De Rosee",174.70649
"Artie Fishel & The Promised Band","A Theme From The 'New World' Symphony (Coming Zu Hause)",261.82485
"American Music Club","Over And Done",188.26404
"Ace Enders & A Million Different People","Bring Back Love",270.91546
"Archers Of Loaf","Freezing Point",167.00036
"Abandin All Hope","Above And Beyond",166.03383
"Alejandro Fernandez","Te Quedas O Te Vas",159.00689
Arpeggio,Ponteio,72.22812
"Animal Collective","Summertime Clothes (Zomby's Analog Lego Mix)",229.66812
"Andy Prinz",Provision,391.49669
"Andy Williams","I'll Weave a Lei of Stars for You",137.61261
"Amsterdam Klezmer Band","Alter Ego - Remixed by S. Schmid (Zuco 103)",411.16689
"Alda Rezende e Jonathan Crayford","Joana francesa",316.96934
"Anton Chernikov",Kerudu,502.33424
"Argy Bargy","Out Of Sight Out Of Mind",247.66649
Apocalyptica,"Cortége",268.93016
"Alan Jackson","The Old Rugged Cross",184.81587
Anti-Pasti,"Guinea Pigs",199.26159
"Ambitious Lovers","Quasi You",264.38485
"Anna Domino",Review,252.42077
"Amit Shoham","Endless Highway (Original mix)",398.94159
"Alisa Fineman","One Lone Bird",319.08526
Absolute,Sebastian,268.9824
Anberlin,"Ready Fuels (Blueprints For The Black Market Album Version)",217.80853
Arsis,"Worship Depraved",182.09914
Apathy,"The Inspiration",65.38404
"Aled Jones","Heal The World",320.13016
Alex,"Goma Pluma",265.76934
"Alicia Keys","No One (Curtis Lynch Reggae Remix)",242.46812
"Animé",Off,179.61751
"Alan Hawkshaw",Troubleshooter,149.99465
"Antigone Rising","Michael (Starbucks Version)",249.7824
Alvik,"beat :: skip (juanita juarez rmx)",335.15057
Afterhours,Germi,154.8273
"April March","Somewhere Up Above",238.23628
"Alan Barratt",Roulent,548.362
"Alexis HK","Un week-end sur deux (Bonus Track)",181.10649
"A Forest Mighty Black","Little Princess",303.0722
"Anne Linnet","En Som",326.00771
"Alec Empire",Konsumfreiheit,276.1922
"Altern 8","E-Vapor-8 (Disintigr 8 Mix)",319.7122
America,"Muskrat Love",184.34567
Attrition,"I Am A Thief (Intro) -Dance Or Die Remix",48.43057
"Angus & Julia Stone","Wooden Chair",275.90485
"Amel Bent","Si Tu M'Entends",184.13669
"Attack! Attack!","Lost For Words (Album)",184.94649
Amparanoia,Nada,251.37587
"Arab On Radar","Running For Asthma",329.22077
Aceyalone,"Top Choice",164.30975
"AR Rahman","Jana Gana Mana",132.44036
"Alasdair Roberts","As I Came In By Huntly Town",299.72853
"Anna Abreu","Walking On Water",219.97669
Amanda,"Någonting värmer",296.01914
"Alva Noto + Ryuichi Sakamoto",Moon,367.5424
"Amy Lambert","Tears Are A Language God Understands",262.3473
"Atlanta Rhythm Section","What Happened To Us",228.98893
Ashanti,"Silent Night",132.85832
"Alanis Morissette","Hand In My Pocket (Album Version)",221.70077
Aiden,"Looking Glass Eyes",165.66812
"Aretha Franklin","I Never Loved A Man (The Way I Love You) (Demo)",242.88608
Aeroplane,"Survivors Of The Crash",261.25016
"Allan Sherman","Turn Back The Clock (Album Version)",155.45424
Alphaville,"Summer In Berlin (Demo)",414.74567
"Aaren San","Oslo Nights (Blende Remix)",376.29342
Asure,"Blind Man With a Gun",181.99465
"A1 People",Crash,408.73751
"Arch Enemy","Dead Bury Their Dead",234.94485
"Acker Bilk_ Humphrey Lyttelton_ John Barnes_ Dave Cliff_ Dave Green_ Bobby Worth","Easter Parade",281.80853
Aromabar,"Sand & Stones & Bricks & Rocks",263.31383
"Ana Biaze","Eu corro perigo",194.55955
"Alabama 3","Last Train to Mashville",250.87955
"Atlantic Brass Quintet","Quintet for Brass Instruments: I",242.36363
"Air France","Beach Party",193.93261
"Ashes to Ashes",Drain,230.55628
"Andrew Lloyd Webber / Harry Rabinowitz","Variation 17",69.56363
"Alfie Zappacosta","This Christmas Eve",277.15873
"Andy Andy","Primavera Azul",269.89669
Atreyu,"Five Vicodin Chased With A Shot Of Clarity (Instrumental Version)",264.38485
"Angel Stoxx","High Hills",462.18404
"André Thivet","En Auvergne Mon Pays (Scottish Valse)",137.16853
Atman,"Dancing With the Goddess II",328.51546
"Asia 2001",Dreamland,373.02812
"Andru Donalds","Peace Of Mind",244.47955
"Armitage Shanks","Who Chucked Who?",154.69669
